contra.zip	"Contra"	"Action"
contraforce.zip	"Contra Force"	"Action"
darkman.zip	"Darkman"	"Action"
darkwing.zip	"Darkwing"	"Jump'n Run"
dd.zip	"Double Dragon"	"Action"
dd2.zip	"Double Dragon 2"	"Action"
dd3.zip	"Double Dragon 3"	"Action"
ddribble.zip	"Double Dribble"	"Sports"
destiny.zip	"Destiny of an Emperor"	"RPG & Adventure"
digdug.zip	"Digdug"	"Strategy"
digdug2.zip	"Digdug 2"	"Strategy"
dk3.zip	"Donkey Kong 3"	"Jump'n Run"
dk.zip	"Donkey Kong"	"Jump'n Run"
dlair.zip	"Dragonslair"	"Jump'n Run"
dragonwarrior.zip	"Dragon Warrior"	"RPG & Adventure"
dragonwarrior2.zip	"Dragon Warrior 2"	"RPG & Adventure"
dragonwarrior3.zip	"Dragon Warrior 3"	"RPG & Adventure"
dragonwarrior4.zip	"Dragon Warrior 4"	"RPG & Adventure"
ducktales.zip	"Ducktales"	"Jump'n Run"
ducktales2.zip	"Ducktales 2"	"Jump'n Run"
elevator.zip	"Elevator Action"	"Action"
sw2.zip	"Star Wars - The Empire Strikes Back"	"Action"
excitebike.zip	"Excite Bike"	"Sports"
f1race.zip	"F1 Race"	"Sports"
felix.zip	"Felix the Cat"	"Jump'n Run"
fester.nes	"Fester's Quest"	"Action"
fistofthenorthstar2.zip	"Fist of the North Star 2"	"Action"
flywarr.zip	"Flying Warriors"	"Beat'em Up"
friday13th.zip	"Friday 13th"	"RPG & Adventure"
fistofthenorthstar.zip	"Fist of the North Star"	"Action"
garfield.zip	"Garfield"	"Jump'n Run"
ghostb1.zip	"Ghostbusters 1"	"Action"
ghostb2.zip	"Ghostbusters 2"	"Action"
ghostsngoblins.zip	"Ghosts'n Goblins"	"Jump'n Run"
gijoeatlantisfactor.zip	"G.I. Joe"	"Strategy"
goonies.zip	"Goonies"	"RPG & Adventure"
goonies2.zip	"Goonies 2"	"RPG & Adventure"
gremlins2.zip	"Gremlins 2"	"Shooter"
guerilla.zip	"Guerilla"	"Shooter"
gunsmoke.zip	"Gunsmoke"	"Shooter"
hatris.zip	"Hatris"	"Shooter"
iceclimber.zip	"Ice Climber"	"Jump'n Run"
icehockey.zip	"Ice Hockey"	"Sports"
indycrus.zip	"Indiana Jones / Last Crusace"	"Action"
indydoom.zip	"Indiana Jones / Temples of Doom"	"Action"
advilnd.zip	"Adventure Island"	"Jump'n Run"
jackal.zip	"Jackal"	"Action"
jaws.zip	"Jaws"	"Action"
jep25th.zip	"Jeopardy"	"Puzzle"
jurassicpark.zip	"Jurassic Park"	"Action"
kidicarus.zip	"Kidi Icarus"	"Jump'n Run"
kirbyadv.zip	"Kirby's Adventure"	"Jump'n Run"
krusty.zip	"Krusty"	"Jump'n Run"
kungfu.zip	"Kung Fu"	"Action"
lifeforce.zip	"Lifeforce"	"Shooter"
littlenemo.zip	"Little Nemo"	"Jump'n Run"
loderunner.zip	"Loderunner"	"Puzzle"
lolo2.zip	"Adventures of Lolo 2"	"Puzzle"
lolo3.zip	"Adventures of Lolo 3"	"Puzzle"
magicofs.zip	"The Magic Of Scheherazade"	"RPG & Adventure"
maniacmansion.zip	"Maniac Mansion"	"Puzzle"
mariomissing.zip	"Mario is Missing"	"Puzzle"
marioyoshi.zip	"Mario & Yoshi"	"Jump'n Run"
mm.zip	"Megaman"	"Jump'n Run"
mm2.zip	"Megaman 2"	"Jump'n Run"
mm3.zip	"Megaman 3"	"Jump'n Run"
mm4.zip	"Megaman 4"	"Jump'n Run"
mm5.zip	"Megaman 5"	"Jump'n Run"
mm6.zip	"Megaman 6"	"Jump'n Run"
metalgear.zip	"Metal Gear"	"Action"
metalgear2.zip	"Metal Gear 2"	"Action"
metroid.zip	"Metroid"	"Action"
micro.zip	"Micro Machines"	"Sports"
punchout.zip	"Punchout"	"Sports"
milon.zip	"Milon's Secret Castle"	"Jump'n Run"
monopoly.zip	"Monopoly"	"Puzzle"
motorcity.zip	"Motor City Patrol"	"Sports"
mtetris.zip	"Mega Tetris"	"Puzzle"
nespafbl.zip	"Nes Play Action Football"	"Sports"
ninjagaiden.zip	"Ninja Gaiden"	"Action"
ninjagaiden2.zip	"Ninja Gaiden 2"	"Action"
ninjagaiden3.zip	"Ninja Gaiden 3"	"Action"
northsouth.zip	"North & South"	"Strategy"
olympus.zip		"The Battle of Olympus"	"Action"
offroad.zip	"Offroad"	"Sports"
pinballquest.zip	"Pinball Quest"	"Simulation"
qbert.zip	"Q-Bert"	"Puzzle"
radgravity.zip	"Rad Gravity"	"Jump'n Run"
radracer.zip	"Radracer"	"Sports"
radracer2.zip	"Radracer 2"	"Sports"
rambo.zip	"Rambo"	"Action"
rbi.zip	"RBI Baseball"	"Sports"
rcproam.zip	"RC Pro AM"	"Sports"
rcproam2.zip	"RC Pro AM 2"	"Sports"
rcransom.zip	"River City Ransom"	"Sports"
robocop.zip	"Robocop"	"Action"
rogerrabbit.zip	"Roger Rabbit"	"RPG & Adventure"
rushnattack.zip	"Rush'n Attack"	"Action"
rygar.zip	"Rygar"	"Action"
shadowgate.zip	"Shadowgate"	"Puzzle"
silversurfer.zip	"Silver Surfer"	"Shooter"
skateordie.zip	"Skate or Die"	"Sports"
skiordie.zip	"Ski or Die"	"Sports"
slalom.zip	"Slalom"	"Sports"
sm.zip	"Super Mario"	"Jump'n Run"
sm2.zip	"Super Mario 2"	"Jump'n Run"
sm3.zip	"Super Mario 3"	"Jump'n Run"
snakernr.zip	"Snake Rattle'n Roll"	"Puzzle"
solstice.zip	"Solstice"	"RPG & Adventure"
startropics.zip	"Startropics"	"RPG & Adventure"
sw.zip	"Starwars"	"Action"
supercontra.zip	"Super Contra"	"Action"
superdod.zip	"Super Dodge Ball"	"Sports"
swordsserpents.zip	"Swords and Serpents"	"RPG & Adventure"
tc.zip	"Tec"	"Sports"
tecmo.zip	"Tecmo Super Bowl"	"Sports"
tennis.zip	"Tennis"	"Sports"
tetris.zip	"Tetris"	"Puzzle"
tetris2.zip	"Tetris 2"	"Puzzle"
tmnt.zip	"Teengae Mutant Ninja Turtles"	"Action"
tmnt2.zip	"Teengae Mutant Ninja Turtles 2"	"Action"
tmnt3.zip	"Teengae Mutant Ninja Turtles 3"	"Action"
topgun.zip	"Topgun"	"Simulation"
trackfield2.zip	"Track & Field 2"	"Sports"
trojan.zip	"Trojan"	"Action"
ultima.zip	"Ultima 1"	"RPG & Adventure"
ultima2.zip	"Ultima 2"	"RPG & Adventure"
ultima3.zip	"Ultima 3"	"RPG & Adventure"
urban.zip	"Urban Strike"	"Beat'em Up"
vindctrs.zip	"Vindicators"	"Shooter"
wackyraces.zip	"Wacky Races"	"Sports"
willow.zip	"Willow"	"RPG & Adventure"
wizwar.zip	"Wizards & Warriors"	"Action"
wizwar2.zip	"Wizards & Warriors 2"	"Action"
wm.zip	"WrestleMania"	"Sports"
xmen.zip	"X-Men"	"Action"
yonoid.zip	"Yonoid"	"Jump'n Run"
zelda.zip	"Zelda"	"RPG & Adventure"
zelda2.zip	"Zelda 2"	"RPG & Adventure"
backfutr.zip	""	"Unknown"
dbz2.zip	"Dragon Ball Z 2"	"RPG & Adventure"
dbzgaiden.zip	"Dragon Ball Z Gaiden"	"RPG & Adventure"
dbz3.zip	"Dragon Ball Z 3"	"RPG & Adventure"
deepdun4.zip	"Deep Dungeon 4"	"RPG & Adventure"
dbz1.zip	"Dragon Ball Z 1"	"RPG & Adventure"
dragb3.zip	"Dragon Ball 3"	"RPG & Adventure"
dragb2.zip	"Dragon Ball 2"	"RPG & Adventure"
joshua.zip	"Joshua"	"Puzzle"
topgun2.zip	"Topgun 2"	"Simulation"
gauntlet.zip	"Gauntlet"	"RPG & Adventure"
chaosworld.zip	"Chaos World"	"RPG & Adventure"
armeddragon.zip	"Armed Dragon"	"RPG & Adventure"
advofdizzy.zip	"Adventures of Dizzy"	"Jump'n Run"
advmusashi.zip	"Adventures of Musashia"	"RPG & Adventure"
advvalecule.zip	"Adventures of Valecule"	"RPG & Adventure"
tmnt4.zip	"Teenage Mutant Ninja Turtles - Tournament Fighters"	"Beat'em Up"
zombienation.zip	"Zombie Nation"	"Shooter"
biblebuffet.zip	"Bible Buffet"	"Puzzle"
kingofkings.zip	"King of Kings"	"Puzzle"
sundayfunday.zip	"Sunday Funday"	"Jump'n Run"
galacticcrusader.zip	"Galactic Crusader"	"Shooter"
bignosethecaveman.zip	"Big Nose the Caveman"	"Jump'n Run"
spidermansinister.zip	"Spider Man - Return of the Sinister Six"	"Jump'n Run"
perosgreatadv.zip	"Puss'n Boots - Pero's great adventure"	"Jump'n Run"
mickeyletter.zip	"Mickey's Safari in Letterland"	"Jump'n Run"
mickeynumber.zip	"Mickey's Adventures in Numberland"	"Jump'n Run"
knightrider.zip	"Knight Rider"	"Action"
kingsq5.zip	"Kings Quest 5"	"RPG & Adventure"
advilnd4.zip	"Adventure Island 4"	"Jump'n Run"
drmario.zip	"Dr. Mario"	"Puzzle"
babyboomer.zip	"Baby Boomer"	"Unknown"
altered.zip	"Altered Beast"	"Action"
yoshi.zip	"Yoshi's Cookie"	"Puzzle"
asterix.zip	"Asterix"	"Jump'n Run"
wizwar3.zip	"Wizards & Warriors 3"	"Action"
archri1.zip	"Archrivals"	"Sports"
bkac.zip	"Bandit Kings of Ancient China"	"Strategy"
jackchan.zip	"Jackie Chan's Action Kung Fu"	"Action"
simpsons.zip	"The Simpsons"	"Jump'n Run"
aliensyn.zip	"Alien Syndrome"	"Action"
defendr2.zip	"Defender 2"	"Shooter"
pwrpnch2.zip	"Powerpunch 2"	"Sports"
afroma1.zip	"Afro Mario"	"Jump'n Run"
chiller.zip	"Chiller"	"Unknown"
viper.zip	"Codename Viper"	"Action"
castdrag.zip	"Castle of Dragons"	"Action"
captainp.zip	"Captain Planet"	"Action"
capameri.zip	"Captain America"	"Action"
talespin.zip	"Talespin"	"Action"
paperboy.zip	"Paperboy"	"Action"
cobracom.zip	"Cobra Commando"	"Shooter"
argus.zip	"Argus"	"Shooter"
airfor1.zip	"Air Fortress"	"Shooter"
ys2.zip	"Ys 2"	"RPG & Adventure"
ys.zip	"Ys"	"RPG & Adventure"
wrathblk.zip	"Wrath of the Black Ninja"	"Action"
venuswr.zip	"The Venus Wars"	"Strategy"
vice.zip	"Vice"	"Shooter"
untuchbl.zip	"The Untouchables"	"Action"
unchrwtr.zip	"Unchartered Waters"	"Strategy"
uninvitd.zip	"Uninvited"	"RPG & Adventure"
ultima4.zip	"Ultima 4"	"RPG & Adventure"
ultima5.zip	"Ultima 5"	"RPG & Adventure"
twinbee3.zip	"Twinbee 3"	"Shooter"
twincbra.zip	"Twin Cobra"	"Shooter"
totalrec.zip	"Total Recall"	"Action"
tinyton2.zip	"Tiny Toon 2"	"Jump'n Run"
tinyton.zip	"Tiny Toon"	"Jump'n Run"
termnat2.zip	"Terminator 2"	"Action"
termnat.zip	"Terminator"	"Action"
guardleg.zip	"Guardian Legend"	"Shooter"
swordmaster.zip	"Sword Master"	"Action"
suprspik.zip	"Super Spike Volley Ball"	"Sports"
strider.zip	"Strider"	"Action"
strt2010.zip	"Street Fighter 2010"	"Action"
startrp2.zip	"Startropics 2"	"RPG & Adventure"
skatdie2.zip	"Skate or die 2"	"Sports"
shatterh.zip	"Shatterhand"	"Action"
rolrgame.zip	"Roller Games"	"Action"
robocop2.zip	"Robocop 2"	"Action"
powblad.zip	"Powerblade"	"Action"
powblad2.zip	"Powerblade 2"	"Action"
pirates.zip	"Pirates"	"Strategy"
paprboy2.zip	"Paperboy 2"	"Action"
pow.zip	"Prisoners of War"	"Action"
operwolf.zip	"Operation Wolf"	"Action"
ninwrldc.zip	"Nintendo World Cup"	"Sports"
marblmad.zip	"Marble Madness"	"Puzzle"
litlninj.zip	"Little Ninja Brothers"	"RPG & Adventure"
legghost.zip	"Legend of the Ghost Lion"	"RPG & Adventure"
kickcubi.zip	"Kickle Cubicle"	"Puzzle"
jungbook.zip	"Junglebuch"	"Jump'n Run"
hook.zip	"Hook"	"Jump'n Run"
gloryheracles2.zip	"The Glory of Heracles 2"	"RPG & Adventure"
gauntlt2.zip	"Gauntlet 2"	"RPG & Adventure"
gargqst2.zip	"Gargoyle's Quest 2"	"RPG & Adventure"
fireemblemgaiden.zip	"Fire Emblem Gaiden"	"RPG & Adventure"
firebird.zip	"Firebird"	"Shooter"
elimboat.zip	"Eliminator Boat Duell"	"Sports"
dragb.zip	"Dragon Ball"	"RPG & Adventure"
dragstrk.zip	"Dragon Strike"	"Shooter"
doraemn.zip	"Doraemon"	"RPG & Adventure"
destem2.zip	"Destiny of an Emperor 2"	"RPG & Adventure"
demonswd.zip	"Demon Sword"	"Action"
defcrown.zip	"Defender of the Crown"	"Strategy"
chrnrad.zip	"Chronicle of the Radia War"	"RPG & Adventure"
bugsbday.zip	"Bugs Bunny's Birthday"	"Jump'n Run"
bigfoot.zip	"Bigfoot"	"Sports"
battdrag.zip	"Battletoads & Double Dragon"	"Action"
batman2.zip	"Batman 2"	"Action"
ff.zip	"Final Fantasy"	"RPG & Adventure"
galaga.zip	"Galaga"	"Shooter"
gijoe.zip	"GI Joe"	"Action"
irontank.zip	"Iron Tank"	"Action"
3dworld.zip	"3D World"	"Jump'n Run"
