dbzsupgok2.zip	"Dragon Ball Z Super Goku Den 2"	"RPG & Adventure"
desertstrike.zip	"Dessert Strike"	"Shooter"
donaldduck.zip	"Donald Duck"	"Jump'n Run"
earthwormjim2.zip	"Earthworm Jim 2"	"Jump'n Run"
equinox.zip	"Equniox"	"RPG & Adventure"
earthwormjim.zip	"Earthworm Jim"	"Jump'n Run"
eyeofthebeholder.zip	"The Eye Of The Beholder"	"RPG & Adventure"
flintstonessierramadrock.zip	"Flintstones"	"Jump'n Run"
fzero.zip	"F-Zero"	"Sports"
fzero2.zip	"F-Zero 2"	"Sports"
bubsy.zip	"Bubsy"	"Jump'n Run"
flashback.zip	"FlashBack"	"Action"
dbz1.zip	"Drabon Ball Z - Legend of Super Saiyajin"	"RPG & Adventure"
smwar.zip	"Super Mario War"	"Jump'n Run"
gooftroop.zip	"Gooftroop"	"Jump'n Run"
gradius3.zip	"Gradius 3"	"Shooter"
illusionoftime.zip	"Illusion of time"	"RPG & Adventure"
kirbysdreamcourse.zip	"Kirby's Dream Course"	"Jump'n Run"
kirbysdreamland3.zip	"Kirby's Dreamland 3"	"Jump'n Run"
kirbysghosttrap.zip	"Kirby's Ghost Trap"	"Jump'n Run"
lemmings2.zip	"Lemmings 2"	"Puzzle"
lemmings.zip	"Lemmings"	"Puzzle"
lostvikings2.zip	"Lost Vikings 2"	"Puzzle"
lostvikings.zip	"Lost Vikings"	"Puzzle"
luckyluke.zip	"Lucky Luke"	"Jump'n Run"
lufia2.zip	"Lufia 2"	"RPG & Adventure"
mariowario.zip	"Mario & Wario"	"Jump'n Run"
marioismissing.zip	"Mario is missing"	"Jump'n Run"
mariostimemachine.zip	"Mario's time machine"	"Puzzle"
mechwarrior3050.zip	"Mechwarrior 3050"	"Shooter"
mmx3.zip	"Mega Man X3"	"Action"
micromachines2.zip	"Micromachines 2"	"Sports"
micromachines.zip	"Micromachines"	"Sports"
mysticalninja.zip	"Mystical Ninja"	"Action"
nbajam.zip	"NBA Jam"	"Sports"
ogrebattle.zip	"Ogre Battle"	"Strategy"
parodius2.zip	"Parodius 2"	"Shooter"
pockyrocky2.zip	"Pocky & Rocky 2"	"Action"
pockyrocky.zip	"Pocky & Rocky"	"Action"
populous2.zip	"Populous 2"	"Strategy"
princeofpersia2.zip	"Prince of Persia 2"	"Jump'n Run"
princeofpersia.zip	"Prince of Persia"	"Jump'n Run"
qbert3.zip	"Q-Bert 3"	"Puzzle"
rocknrollracing.zip	"Rock'n'Roll Racing"	"Sports"
sdgundam.zip	"SD-Gunman"	"Action"
smashtv.zip	"Smash TV"	"Shooter"
superbomberman.zip	"Super Bomberman"	"Strategy"
superbomberman3.zip	"Super Bomberman 3"	"Strategy"
smkart.zip	"Super Mario Kart"	"Sports"
smworld.zip	"Super Mario World"	"Jump'n Run"
superslapshot.zip	"Super Slap Shot"	"Sports"
supersolitaire.zip	"Super Solitaire"	"Puzzle"
tekken2.zip	"Tekken 2"	"Beat'em Up"
wariosworld.zip	"Mario's World"	"Jump'n Run"
yoshisisland.zip	"Yoshi's Island"	"Jump'n Run"
zelda3.zip	"Zelda 3"	"RPG & Adventure"
zombies.zip	"Zombies ate my neighbours"	"Jump'n Run"
turrican.zip	"Super Turrican"	"Action"
superrtype.zip	"Super R-Type"	"Shooter"
puyopuyo.zip	"Super Puyo Puyo"	"Puzzle"
simcity.zip	"Sim City"	"Strategy"
lagoon.zip	"Lagoon"	"RPG & Adventure"
lufia.zip	"Lufia"	"RPG & Adventure"
mechwarrior.zip	"Mechwarrior"	"Shooter"
outlander.zip	"Outlander"	"Sports"
parodius.zip	"Parodius"	"Shooter"
pilotwings.zip	"Pilotwings"	"Simulation"
populous.zip	"Populous"	"Strategy"
tazmania.zip	"Tazmania"	"Sports"
tpark.zip	"Theme Park"	"Strategy"
ranma.zip	"Ranma 1/2"	"Beat'em Up"
actraiser.zip	"Actraiser"	"Action"
actraiser2.zip	"Actraiser 2"	"Action"
axelay.zip	"Axelay"	"Shooter"
batmanreturns.zip	"Batman Returns"	"Action"
bountysword.zip	"Bountysword"	"Strategy"
brainlord.zip	"Brainlord"	"RPG & Adventure"
bubsy2.zip	"Bubsy 2"	"Jump'n Run"
bl.zip	"Bahamut Lagoon"	"RPG & Adventure"
battlemaster.zip	"Battlemaster"	"Beat'em Up"
captaintsubasa4.zip	"Captain Tsubasa 4"	"Sports"
captaintsubasa3.zip	"Captain Tsubasa 3"	"Sports"
castlevaniadracx.zip	"Castlevania Dracula X"	"Action"
chojikuu.zip	"Cho Jikuu Yosai Macross"	"Shooter"
choplifter3.zip	"Choplifter 3"	"Action"
clayfighter.zip	"Clayfighter"	"Beat'em Up"
coolspot.zip	"Coolspot"	"Jump'n Run"
cybernator.zip	"Cybernator"	"Action"
deathnreturnosuperman.zip	"Death & Return of Superman"	"Action"
dragonquest3.zip	"Dragon Quest 3"	"RPG & Adventure"
hulk.zip	"Incredible Hulk"	"Action"
intsuperstarsoccer.zip	"International Super Star Soccer"	"Sports"
legend.zip	"Legend"	"Action"
lionking.zip	"Lionking"	"Jump'n Run"
magicalquest.zip	"Magical Quest"	"RPG & Adventure"
masoukishinsuperrw.zip	"Masoukishin Super Robot Wars"	"Strategy"
nbalive97.zip	"NBA Live 97"	"Sports"
pagemaster.zip	"Pagemaster"	"Jump'n Run"
pinocchio.zip	"Pinocchio"	"Jump'n Run"
pitfall.zip	"Pitfall"	"Jump'n Run"
raidentrad.zip	"Raiden Trad"	"Shooter"
romancingsaga.zip	"Romancing Saga 3"	"RPG & Adventure"
shinkidoesenkigundam.zip	"Shin Kidoesenki Gundam Wing"	"Beat'em Up"
streetracer.zip	"Streetracer"	"Sports"
stuntracefx.zip	"Stunt Race FX"	"Sports"
superaleste.zip	"Super Aleste"	"Shooter"
superbomberman2.zip	"Super Bomberman 2"	"Strategy"
superbomberman4.zip	"Super Bomberman 4"	"Strategy"
supercastlevania.zip	"Super Castlevania"	"Action"
superghoulsnghosts.zip	"Super Ghouls 'n' Ghosts"	"Jump'n Run"
smallstars.zip	"Super Mario All Stars"	"Jump'n Run"
smrpg.zip	"Super Mario RPG"	"RPG & Adventure"
supermetroid.zip	"Super Metroid"	"Action"
superpang.zip	"Super Pang"	"Puzzle"
superpunchout.zip	"Super Punchout"	"Sports"
superstarwarsempire.zip	"Super Star Wars - Empire Strikes Back"	"Action"
superstarwarsreturnofjedi.zip	"Super Star Wars - Return of the Jedi"	"Action"
superstarwars.zip	"Super Star Wars"	"Action"
tmnttournament.zip	"Teenage Mutant Ninja Turtles Tournament"	"Beat'em Up"
tintin2.zip	"Tin Tin 2"	"Jump'n Run"
treasurehunter.zip	"Treasure Hunter"	"RPG & Adventure"
twistedtalesofspikemcfang.zip	"Twisted Tales of Spike McFang"	"RPG & Adventure"
tinhead.zip	"Tinhead"	"Jump'n Run"
asterix.zip	"Asterix"	"Jump'n Run"
inttennistour.zip	"International Tennis Tour"	"Sports"
jurassicpark.zip	"Jurassic Park"	"Action"
arkanoid.zip	"Arkanoid"	"Puzzle"
chronotrigger.zip	"Chrono Trigger"	"RPG & Adventure"
doom.zip	"Doom"	"Shooter"
itchyscratchy.zip	"Itchy & Scratchy"	"Jump'n Run"
illusionofgaia.zip	"Illusion of Gaia"	"RPG & Adventure"
joemac.zip	"Joe & Mac"	"Jump'n Run"
junglebook.zip	"Jungelbuch"	"Jump'n Run"
killer.zip	"Killer Instinct"	"Beat'em Up"
aahrealmonsters.zip	"Aah! Real Monsters!"	"Jump'n Run"
indianajonestrilogy.zip	"Indiana Jones Trilogy"	"RPG & Adventure"
ironcommando.zip	"Iron Commando"	"Action"
intsuperstarsoccerdeluxe.zip	"International Super Star Soccer Deluxe"	"Sports"
kingofdragons.zip	"King of Dragons"	"Action"
dbzhd.zip	"Dragon Ball Z - Hyper Dimension"	"Beat'em Up"
dbzsupbu1.zip	"Dragon Ball Z - Super Butoden"	"Beat'em Up"
ff.zip	"Final Fantasy - Mystic Quest"		"RPG & Adventure"
ff2.zip	"Final Fantasy 2"		"RPG & Adventure"
ff3.zip	"Final Fantasy 3"		"RPG & Adventure"
ff4st.zip	"Final Fantasy 2 (Self Translated)"		"RPG & Adventure"
ff5.zip	"Final Fantasy 5"		"RPG & Adventure"
fm.zip	"Front Mission"		"Strategy"
livealive.zip	"Live Alive"		"RPG & Adventure"
rudrastreasure.zip	"Rudra's Treasure"		"RPG & Adventure"
