masterw.zip	"Master of Weapon"	"Shooter"
mazinger.zip	"Mazinger Z"	"Shooter"
metafox.zip	"Meta Fox"	"Shooter"
metalb.zip	"Metal Black"	"Shooter"
metmqstr.zip	"Metamoquester"	"Beat'em Up"
mia.zip	"Missing in Action"	"Action"
mk.zip	"Mortal Kombat"	"Beat'em Up"
mk2.zip	"Mortal Kombat 2"	"Beat'em Up"
mk3.zip	"Mortal Kombat 3"	"Beat'em Up"
moo.zip	"Wild West C.O.W."	"Action"
msgundam.zip	"Mobile Suid Gundam"	"Beat'em Up"
mysticri.zip	"Mystic Riders"	"Shooter"
nbahangt.zip	"NBA Hangtime"	"Sports"
nbajam.zip	"NBA Jam"	"Sports"
nebulray.zip	"Nebulas Ray"	"Shooter"
ninclown.zip	"Ninja Clowns"	"Action"
ninjaw.zip	"Ninja Warriors"	"Action"
openice.zip	"2 on 2 Open Ice Challenge"	"Sports"
orlegend.zip	"Oriental Legend"	"Action"
p47.zip	"P47 - The Phantom Fighter"	"Shooter"
pacmania.zip	"Pacmania"	"Puzzle"
pacplus.zip	"Pac Plus"	"Puzzle"
pang.zip	"Pang"	"Puzzle"
paperboy.zip	"Paperboy"	"Action"
parodius.zip	"Parodius"	"Shooter"
pbobble.zip	"Puzzle Bobble"	"Puzzle"
pbobble2.zip	"Puzzle Bobble 2"	"Puzzle"
pbobble3.zip	"Puzzle Bobble 3"	"Puzzle"
pbobble4.zip	"Puzzle Bobble 4"	"Puzzle"
pitfall2.zip	"Pitfall 2"	"Jump'n Run"
pollux.zip	"Pollux"	"Shooter"
poundfor.zip	"Pound for Pound"	"Sports"
pow.zip	"Prisoners of War"	"Action"
powerins.zip	"Power Instinct"	"Beat'em Up"
prehisle.zip	"Prehistoric Isle in 1930"	"Shooter"
psoldier.zip	"Perfect Soldiers"	"Beat'em Up"
punkshot.zip	"Punk Shot"	"Beat'em Up"
pwrgoal.zip	"Power Goal"	"Beat'em Up"
pzlbowl.zip	"Puzzle de Bowling"	"Puzzle"
qcrayon2.zip	"Shinchan"	"Puzzle"
rambo3.zip	"Rambo 3"	"Shooter"
rampage.zip	"Rampage"	"Action"
reikaids.zip	"Reikai Dousi"	"Beat'em Up"
renegade.zip	"Renegade"	"Action"
rezon.zip	"Rezon"	"Shooter"
ridingf.zip	"Riding Fight"	"Action"
ringdest.zip	"Ring of Destruction"	"Beat'em Up"
riotcity.zip	"Riot City"	"Action"
rmpgwt.zip	"Rampage World Tour"	"Action"
rollerg.zip	"Rollergames"	"Action"
rshark.zip	"R-Shark"	"Shooter"
rtype.zip	"R-Type"	"Shooter"
rtype2.zip	"R-Type 2"	"Shooter"
rtypeleo.zip	"R-Type Leo"	"Shooter"
ryujin.zip	"Ryu Jin"	"Shooter"
s1945ii.zip	"Strikers 1945 II"	"Shooter"
sailormn.zip	"Pretty Soldier Sailor Moon"	"Action"
salamand.zip	"Salamander"	"Shooter"
sandscrp.zip	"Sand Scorpion"	"Shooter"
sbomberb.zip	"Space Bomber"	"Shooter"
scfinals.zip	"Super Cup Finals"	"Sports"
sci.zip	"Special Criminal Investigation"	"Sports"
scontra.zip	"Super Contra"	"Action"
sftm.zip	"Street Fighter - The Movie"	"Beat'em Up"
shadfrce.zip	"Shadow Force"	"Action"
shippumd.zip	"Shippu Mahou Daisakusen"	"Shooter"
silentd.zip	"Silent Dragon"	"Action"
silkroad.zip	"Legend of Silkroad"	"Action"
simpsons.zip	"Simpsons"	"Action"
skyalert.zip	"Sky Alert"	"Shooter"
skysoldr.zip	"Sky Soldiers"	"Shooter"
slapshot.zip	"Slap Shot"	"Sports"
slyspy.zip	"Sly Spy"	"Action"
sngkace.zip	"Sengoku Ace"	"Shooter"
soldivid.zip	"Sol Divide"	"Shooter"
spacedx.zip	"Space Invaders DX"	"Shooter"
spang.zip	"Super Pang"	"Puzzle"
spcinv95.zip	"Space Invaders 95"	"Shooter"
spf2t.zip	"Super Puzzle Fighter 2 Turbo"	"Puzzle"
spinlbrk.zip	"Spinal Break"	"Action"
ssi.zip	"Super Space Invaders 91"	"Shooter"
stagger1.zip	"Stagger 1"	"Shooter"
stdragon.zip	"Saint Dragon"	"Shooter"
stlforce.zip	"Steel Force"	"Action"
stmblade.zip	"Storm Blade"	"Shooter"
strahl.zip	"Koutetsu Yousai Strahl"	"Shooter"
streetsm.zip	"Street Smart"	"Beat'em Up"
superchs.zip	"Super Chase - Criminal Termination"	"Sports"
suprslam.zip	"Super Slams"	"Sports"
survarts.zip	"Survival Arts"	"Beat'em Up"
sxyreact.zip	"Sexy Reaction"	"Puzzle"
tdragon2.zip	"Thunder Dragon 2"	"Shooter"
thunderx.zip	"Thunder Cross"	"Shooter"
tigeroad.zip	"Tiger Road"	"Action"
timekill.zip	"Time Killers"	"Beat'em Up"
tknight.zip	"Tecmo Knight"	"Action"
tmnt.zip	"Teenage Mutant Ninja Turtles"	"Action"
tmnt2.zip	"Teenage Mutant Ninja Turtles 2"	"Action"
totcarn.zip	"Total Carnage"	"Action"
truxton2.zip	"Truxton 2"	"Shooter"
turbofrc.zip	"Turbo Force"	"Shooter"
twincobr.zip	"Twin Cobra"	"Shooter"
twineagl.zip	"Twin Eagle"	"Shooter"
umk3.zip	"Ultimate Mortal Kombat 3"	"Beat'em Up"
valkyrie.zip	"Valkyrie"	"Action"
vendetta.zip	"Vendetta"	"Action"
vfive.zip	"V-Five"	"Shooter"
vulcan.zip	"Vulcan Venture"	"Shooter"
warriorb.zip	"Warrior Blade"	"Shooter"
wcbowl.zip	"World Class Bowling"	"Sports"
wrofaero.zip	"War of Aero"	"Shooter"
wwfmania.zip	"WWF - Wrestlemania"	"Sports"
xexex.zip	"Xexex"	"Sports"
xmen.zip	"X-Men"	"Action"
aquajack.zip	"Aquajack"	"Action"
asterix.zip	"Asterix"	"Action"
chasehq.zip	"Chase HQ"	"Sports"
gunforc2.zip	"Gunforce 2"	"Action"
gunforce.zip	"Gunforce"	"Action"
indytemp.zip	"Indiana Jones and the Temple of Doom"	"Action"
inthunt.zip	"In the Hunt"	"Shooter"
missw96.zip	"Miss World Nude 96"	"Puzzle"
nbbatman.zip	"Ninja Baseball Batman"	"Puzzle"
nemesis.zip	"Nemesis"	"Shooter"
punchout.zip	"Punchout"	"Sports"
raiden.zip	"Raiden"	"Shooter"
thndrx2.zip	"Thunder Cross 2"	"Shooter"
uccops.zip	"Undercover Cops"	"Action"
hyperpcb.zip	"Hyper Pacman"		"Puzzle"
hyprdelj.zip	"Hyper Duel"		"Shooter"
